TMDB ID,IMDB ID,TITLE,RELEASED,YEAR,GENRE,RATING,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE
8068,tt0112851,Desperado,25 Aug 1995,1995,"Action, Thriller",7.2,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin",1 win & 4 nominations.,USA,English,25625110.0
8512,tt0112857,Devil in a Blue Dress,29 Sep 1995,1995,"Crime, Drama, Mystery",6.7,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle",3 wins & 13 nominations.,USA,English,16030096.0
1572,tt0112864,Die Hard with a Vengeance,19 May 1995,1995,"Action, Adventure, Thriller",7.6,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",2 wins & 3 nominations.,USA,"English, German, Romanian",100012500.0
13552,tt0112887,The Doom Generation,27 Oct 1995,1995,"Action, Comedy, Crime",5.9,"James Duval, Rose McGowan, Johnathon Schaech, Cress Williams",1 nomination.,"USA, France",English,259319.0
259209,tt0113044,Feast of July,13 Oct 1995,1995,"Crime, Drama, Mystery",6.4,"Embeth Davidtz, Tom Bell, Gemma Jones, James Purefoy",,"USA, UK",English,293274.0
6520,tt0113071,First Knight,07 Jul 1995,1995,"Action, Adventure, Romance",5.9,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross",,"USA, UK",English,37600435.0
9073,tt0113114,Free Willy 2: The Adventure Home,19 Jul 1995,1995,"Adventure, Drama, Family",4.9,"Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg",1 win & 2 nominations.,"France, USA","English, Malay, Indonesian",30077111.0
10428,tt0113243,Hackers,15 Sep 1995,1995,"Comedy, Crime, Drama",6.2,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard",,USA,"English, Italian, Japanese, Russian",7564000.0
17447,tt0113464,Jeffrey,18 Aug 1995,1995,"Comedy, Drama",6.7,"Steven Weber, Peter Jacobson, Tom Cayler, David Thornton",1 win & 4 nominations.,USA,English,3487767.0
9886,tt0113481,Johnny Mnemonic,26 May 1995,1995,"Action, Crime, Sci-Fi",5.6,"Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano",2 wins & 3 nominations.,"Canada, USA","English, Japanese",19076000.0
9482,tt0113492,Judge Dredd,30 Jun 1995,1995,"Action, Crime, Sci-Fi",5.5,"Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow",2 wins & 5 nominations.,USA,English,34694000.0
19326,tt0113500,Jury Duty,12 Apr 1995,1995,Comedy,4.1,"Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray",1 win & 1 nomination.,USA,English,17014653.0
9344,tt0113540,Kids,01 Sep 1995,1995,Drama,7.0,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan",1 win & 4 nominations.,USA,English,7417210.0
9071,tt0113677,Living in Oblivion,21 Jul 1995,1995,"Comedy, Drama",7.6,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck",7 wins & 6 nominations.,USA,English,1148752.0
8973,tt0113690,Lord of Illusions,25 Aug 1995,1995,"Horror, Mystery, Thriller",6.0,"Scott Bakula, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey",2 wins & 1 nomination.,USA,English,13293081.0
47608,tt0113729,Mad Love,26 May 1995,1995,"Drama, Romance",5.3,"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim",,USA,English,15453274.0
2293,tt0113749,Mallrats,20 Oct 1995,1995,"Comedy, Romance",7.2,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani",,USA,English,2122561.0
9070,tt0113820,Mighty Morphin Power Rangers: The Movie,30 Jun 1995,1995,"Action, Adventure, Family",5.1,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",1 nomination.,"USA, Japan, Australia",English,37804616.0
68274,tt0113851,Moonlight and Valentino,29 Sep 1995,1995,"Comedy, Drama, Romance",5.8,"Elizabeth Perkins, Whoopi Goldberg, Shadia Simmons, Erica Luttrell",,"UK, USA",English,2488858.0
34574,tt0110620,Nadja,01 Sep 1995,1994,"Drama, Horror",6.0,"Elina Löwensohn, Nic Ratner, Karl Geary, Peter Fonda",2 wins & 5 nominations.,USA,English,446934.0
1642,tt0113957,The Net,28 Jul 1995,1995,"Action, Crime, Drama",5.9,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",2 wins & 1 nomination.,USA,"English, Spanish",50728000.0
11472,tt0113986,Nine Months,12 Jul 1995,1995,"Comedy, Romance",5.4,"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack",1 win & 2 nominations.,USA,"English, Russian",69700000.0
36196,tt0114095,Party Girl,09 Jun 1995,1995,Comedy,6.6,"Parker Posey, Anthony DeSando, Guillermo Díaz, Donna Mitchell",1 nomination.,USA,English,472370.0
11980,tt0114194,The Prophecy,01 Sep 1995,1995,"Action, Crime, Drama",6.6,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz",2 nominations.,USA,English,16115878.0
58372,tt0114241,Reckless,17 Nov 1995,1995,"Comedy, Drama, Fantasy",5.1,"Mia Farrow, Tony Goldwyn, Juana Barrios, Mike Heibeck",,USA,English,103351.0
32646,tt0114323,Safe,30 Jun 1995,1995,Drama,7.2,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",4 wins & 12 nominations.,"UK, USA",English,512245.0
10533,tt0114345,The Scarlet Letter,13 Oct 1995,1995,"Drama, Romance",5.2,"Demi Moore, Gary Oldman, Robert Duvall, Lisa Andoh",1 win & 10 nominations.,USA,English,10400000.0
56088,tt0114435,The Show,25 Aug 1995,1995,"Documentary, Music",6.7,"Afrika Bambaataa, Kurtis Blow, Sean Combs, Dr. Dre",,USA,English,2702578.0
10802,tt0114436,Showgirls,22 Sep 1995,1995,Drama,4.6,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer",10 wins & 10 nominations.,"France, USA",English,20302961.0
10149,tt0114478,Smoke,09 Jun 1995,1995,"Comedy, Drama",7.4,"Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Harvey Keitel",9 wins & 8 nominations.,"Germany, Japan, USA",English,8349430.0
18402,tt0114496,Something to Talk About,04 Aug 1995,1995,"Comedy, Drama, Romance",5.7,"Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands",Nominated for 1 Golden Globe. Another 1 win & 2 nominations.,USA,English,50892160.0
9348,tt0114508,Species,07 Jul 1995,1995,"Action, Horror, Sci-Fi",5.8,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",3 wins & 6 nominations.,USA,English,60054449.0
139408,tt0114534,The Stars Fell on Henrietta,15 Sep 1995,1995,Drama,6.5,"Robert Duvall, Aidan Quinn, Frances Fisher, Brian Dennehy",,USA,English,99318.0
281,tt0114558,Strange Days,13 Oct 1995,1995,"Action, Crime, Drama",7.2,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",2 wins & 4 nominations.,USA,English,7919000.0
79593,tt0114666,The Tie That Binds,08 Sep 1995,1995,"Crime, Drama, Thriller",5.0,"Daryl Hannah, Keith Carradine, Moira Kelly, Vincent Spano",1 nomination.,USA,English,5780000.0
47939,tt0114663,Three Wishes,27 Oct 1995,1995,"Drama, Fantasy",6.2,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, Seth Mumy",1 nomination.,USA,English,7025496.0
9090,tt0114682,"To Wong Foo Thanks for Everything, Julie Newmar",08 Sep 1995,1995,"Comedy, Drama",6.4,"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing",Nominated for 2 Golden Globes. Another 1 nomination.,USA,"English, French, Italian",36475691.0
3512,tt0114781,Under Siege 2: Dark Territory,14 Jul 1995,1995,"Action, Thriller",5.4,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",,USA,English,50024083.0
52856,tt0114798,Unstrung Heroes,22 Sep 1995,1995,"Comedy, Drama",6.7,"Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin",Nominated for 1 Oscar. Another 2 nominations.,USA,English,7929241.0
77350,tt0114805,Unzipped,11 Aug 1995,1995,Documentary,6.4,"Roseanne Barr, Sandra Bernhard, Robert Best, Natane Boudreau",2 wins & 1 nomination.,USA,"English, French",2875086.0
9560,tt0114887,A Walk in the Clouds,11 Aug 1995,1995,"Drama, Romance",6.6,"Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini",Won 1 Golden Globe. Another 4 nominations.,"USA, Mexico",English,50012507.0
9804,tt0114898,Waterworld,28 Jul 1995,1995,"Action, Adventure, Sci-Fi",6.1,"Kevin Costner, Chaim Jeraffi, Rick Aviles, R.D. Call",Nominated for 1 Oscar. Another 5 wins & 8 nominations.,USA,English,88246220.0
31611,tt0114928,White Man's Burden,01 Dec 1995,1995,"Drama, Thriller",5.2,"John Travolta, Harry Belafonte, Kelly Lynch, Margaret Avery",,"France, USA",English,3760515.0
65796,tt0114938,Wild Bill,01 Dec 1995,1995,"Action, Biography, Western",5.9,"Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane",3 nominations.,USA,"English, Sioux, Cantonese",2167808.0
26258,tt0112602,Bushwhacked,04 Aug 1995,1995,"Adventure, Comedy, Crime",5.5,"Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd",,USA,English,7450990.0
76,tt0112471,Before Sunrise,27 Jan 1995,1995,"Drama, Romance",8.1,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl",1 win & 7 nominations.,"USA, Austria, Switzerland","English, German, French",5400000.0
11017,tt0112508,Billy Madison,10 Feb 1995,1995,Comedy,6.4,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford",1 nomination.,USA,"English, French, Spanish",25588750.0
37141,tt0112438,The Babysitter,17 Oct 1995,1995,"Drama, Thriller",4.2,"Alicia Silverstone, Jeremy London, J.T. Walsh, Lee Garlington",,USA,English,
9382,tt0112571,Boys on the Side,03 Feb 1995,1995,"Comedy, Drama",6.4,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey",1 win & 2 nominations.,"USA, France",English,23450000.0
6715,tt0112757,The Cure,21 Apr 1995,1995,Drama,7.7,"Brad Renfro, Aeryk Egan, Delphine French, Mona Powell",2 wins & 3 nominations.,USA,English,2568429.0
18256,tt0112643,Castle Freak,14 Nov 1995,1995,"Drama, Horror, Mystery",5.9,"Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide",,USA,"English, Italian, Swedish",
22625,tt0112679,Circle of Friends,07 Apr 1995,1995,"Drama, Romance",6.6,"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows",1 win.,"Ireland, USA, UK",English,23397365.0
2292,tt0109445,Clerks,09 Nov 1994,1994,Comedy,7.8,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",5 wins & 9 nominations.,USA,English,3151130.0
1909,tt0112883,Don Juan DeMarco,07 Apr 1995,1994,"Comedy, Drama, Romance",6.7,"Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas",Nominated for 1 Oscar. Another 4 wins & 3 nominations.,USA,"English, Spanish",22200000.0
8984,tt0109635,Disclosure,09 Dec 1994,1994,"Drama, Thriller",6.0,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall",2 wins & 2 nominations.,USA,English,83000000.0
61813,tt0112899,Dream Man,19 Jun 1995,1995,Thriller,4.6,"Patsy Kensit, Bruce Greenwood, Andrew McCarthy, Denise Crosby",,"Canada, USA",English,
4954,tt0109676,Drop Zone,09 Dec 1994,1994,"Action, Adventure, Thriller",5.6,"Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter",,USA,English,28720380.0
62488,tt0112854,Destiny Turns on the Radio,28 Apr 1995,1995,"Crime, Comedy, Fantasy",4.5,"Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino",,USA,English,1176982.0
10531,tt0109579,Death and the Maiden,27 Jan 1995,1994,"Drama, Mystery, Thriller",7.3,"Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova",4 nominations.,"UK, France, USA",English,2104000.0
11929,tt0109642,Dolores Claiborne,24 Mar 1995,1995,"Crime, Drama, Mystery",7.4,"Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer",1 win & 8 nominations.,USA,English,24361867.0
8467,tt0109686,Dumb & Dumber,16 Dec 1994,1994,Comedy,7.3,"Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr",5 wins & 3 nominations.,USA,"English, Swedish, German",127175354.0
18395,tt0109758,Exit to Eden,14 Oct 1994,1994,"Comedy, Crime, Romance",4.1,"Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd",1 win & 4 nominations.,USA,English,6841570.0
522,tt0109707,Ed Wood,07 Oct 1994,1994,"Biography, Comedy, Drama",7.9,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",Won 2 Oscars. Another 23 wins & 25 nominations.,USA,English,5887457.0
397,tt0113117,French Kiss,05 May 1995,1995,"Comedy, Drama, Romance",6.5,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",2 nominations.,"UK, USA","English, French",38900000.0
10525,tt0113097,Forget Paris,19 May 1995,1995,"Comedy, Romance",6.4,"Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson",1 win.,USA,English,33194500.0
27985,tt0113028,Far from Home: The Adventures of Yellow Dog,13 Jan 1995,1995,"Adventure, Family",6.4,"Mimi Rogers, Bruce Davison, Jesse Bradford, Tom Bower",3 nominations.,USA,English,11642946.0
15789,tt0113198,A Goofy Movie,07 Apr 1995,1995,"Animation, Adventure, Comedy",6.8,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",5 nominations.,USA,English,35348597.0
27303,tt0113303,Hideaway,03 Mar 1995,1995,"Fantasy, Horror, Thriller",5.3,"Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto",1 nomination.,USA,English,12201255.0
21183,tt0113089,Fluke,02 Jun 1995,1995,"Drama, Family, Fantasy",6.7,"Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz",2 nominations.,USA,English,3987649.0
47867,tt0113199,Gordy,12 May 1995,1995,"Comedy, Drama, Family",3.9,"Doug Stone, Kristy Young, James Donadio, Deborah Hobart",1 win.,USA,English,3992809.0
43475,tt0113234,Gumby: The Movie,01 Dec 1995,1995,"Animation, Action, Adventure",6.2,"Dal McKennon, Art Clokey, Gloria Clokey, Manny La Carruba",,USA,English,57100.0
72031,tt0109906,The Glass Shield,02 Jun 1995,1994,"Crime, Drama",6.5,"Erich Anderson, Richard Anderson, Thomas Babson, Monty Bane",1 nomination.,"France, USA",English,3313633.0
14275,tt0110057,Hoop Dreams,14 Oct 1994,1994,"Documentary, Drama, Sport",8.3,"William Gates, Arthur Agee, Emma Gates, Curtis Gates",Nominated for 1 Oscar. Another 21 wins & 7 nominations.,USA,English,7830611.0
17207,tt0110066,Houseguest,06 Jan 1995,1995,Comedy,5.9,"Sinbad, Phil Hartman, Kim Greist, Kim Murphy",,USA,English,26325256.0
13701,tt0110116,Immortal Beloved,27 Jan 1995,1994,"Biography, Drama, Music",7.5,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege",1 nomination.,"UK, USA",English,14351546.0
14819,tt0110006,Heavy Weights,17 Feb 1995,1995,"Comedy, Drama, Family",6.7,"David Goldman, Joseph Wayne Miller, Cody Burger, Allen Covert",,USA,English,17689177.0
32631,tt0113360,The Hunted,24 Feb 1995,1995,"Action, Drama, Thriller",5.9,"Christopher Lambert, John Lone, Joan Chen, Yoshio Harada",,USA,"English, Japanese",6607652.0
11777,tt0110099,I.Q.,25 Dec 1994,1994,"Comedy, Romance",6.2,"Tim Robbins, Meg Ryan, Walter Matthau, Lou Jacobi",,USA,"English, German",26372663.0
628,tt0110148,Interview with the Vampire: The Vampire Chronicles,11 Nov 1994,1994,"Drama, Fantasy, Horror",7.6,"Brad Pitt, Christian Slater, Virginia McCollam, John McConnell",Nominated for 2 Oscars. Another 21 wins & 25 nominations.,USA,"English, French",105264608.0
87729,tt0113463,Jefferson in Paris,31 Mar 1995,1995,"Biography, Drama, History",5.7,"Nick Nolte, Gwyneth Paltrow, Estelle Eonnet, Thandie Newton",2 nominations.,"USA, France","English, French",2474000.0
18713,tt0110189,The Jerky Boys,03 Feb 1995,1995,"Comedy, Crime",4.6,"John G. Brennan, Kamal Ahmed, Alan Arkin, William Hickey",,USA,English,7557877.0
6280,tt0110216,Junior,23 Nov 1994,1994,"Comedy, Romance, Sci-Fi",4.5,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella",Nominated for 1 Oscar. Another 4 nominations.,USA,English,36763355.0
9061,tt0113501,Just Cause,17 Feb 1995,1995,"Action, Crime, Drama",6.4,"Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood",1 win.,USA,English,36853222.0
37108,tt0113538,A Kid in King Arthur's Court,11 Aug 1995,1995,"Adventure, Comedy, Family",4.8,"Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza",1 nomination.,"USA, Hungary, UK",English,13406717.0
6071,tt0113552,Kiss of Death,21 Apr 1995,1995,"Action, Crime, Thriller",5.9,"David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt",1 nomination.,USA,English,14942422.0
9587,tt0110367,Little Women,25 Dec 1994,1994,"Drama, Family, Romance",7.3,"Winona Ryder, Gabriel Byrne, Trini Alvarado, Samantha Mathis",Nominated for 3 Oscars. Another 5 wins & 15 nominations.,"USA, Canada","English, German, French",50003300.0
19101,tt0113670,A Little Princess,19 May 1995,1995,"Drama, Family, Fantasy",7.7,"Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer",Nominated for 2 Oscars. Another 3 wins & 8 nominations.,USA,"English, French",10019307.0
4476,tt0110322,Legends of the Fall,13 Jan 1995,1994,"Drama, Romance, War",7.5,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond",Won 1 Oscar. Another 2 wins & 10 nominations.,USA,"English, Cornish",66528842.0
11008,tt0110443,Major Payne,24 Mar 1995,1995,"Adventure, Comedy, Family",6.1,"Damon Wayans, Michael Ironside, Scott Bigelow, Joseph Blaire",,USA,"English, Vietnamese",29412050.0
47504,tt0110365,Little Odessa,19 May 1995,1994,"Crime, Drama",6.8,"Tim Roth, Edward Furlong, Moira Kelly, Vanessa Redgrave",4 wins & 6 nominations.,USA,English,1095885.0
32325,tt0107566,Mi vida loca,15 Jul 1994,1993,"Crime, Drama",6.6,"Angel Aviles, Seidy Lopez, Jacob Vargas, Devine",,"USA, UK",English,3269420.0
43742,tt0110391,Love Affair,21 Oct 1994,1994,"Comedy, Drama, Romance",5.9,"Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling",2 nominations.,USA,English,18250211.0
28313,tt0113691,Losing Isaiah,17 Mar 1995,1995,Drama,6.4,"Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.",1 nomination.,USA,English,7603766.0
3036,tt0109836,Mary Shelley's Frankenstein,04 Nov 1994,1994,"Drama, Horror, Romance",6.4,"Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter",Nominated for 1 Oscar. Another 13 nominations.,"USA, Japan, UK",English,22024639.0
40490,tt0113755,Man of the House,03 Mar 1995,1995,"Comedy, Family",5.0,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",2 nominations.,USA,English,40070995.0
24070,tt0110538,Mixed Nuts,21 Dec 1994,1994,"Comedy, Drama",5.3,"Steve Martin, Madeline Kahn, Robert Klein, Anthony LaPaglia",,USA,English,6798240.0
8986,tt0110516,Milk Money,31 Aug 1994,1994,"Comedy, Romance",5.5,"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell",1 nomination.,USA,English,18137661.0
10510,tt0110527,Miracle on 34th Street,18 Nov 1994,1994,"Family, Fantasy",6.4,"Richard Attenborough, Elizabeth Perkins, Dylan McDermott, J.T. Walsh",1 nomination.,USA,"English, American Sign Language, Dutch, Italian, Russian, Swahili",17193886.0
17402,tt0113808,Miami Rhapsody,27 Jan 1995,1995,Comedy,5.4,"Sarah Jessica Parker, Gil Bellows, Antonio Banderas, Mia Farrow",1 nomination.,USA,English,5221281.0
38722,tt0113896,My Family,03 May 1995,1995,Drama,7.3,"Edward James Olmos, Rafael Cortes, Ivette Reina, Amelia Zapata",Nominated for 1 Oscar. Another 3 wins & 4 nominations.,USA,English,11079373.0
8438,tt0113870,Murder in the First,20 Jan 1995,1995,"Drama, Thriller",7.3,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz",2 wins & 2 nominations.,"USA, France",English,17382000.0
11593,tt0110684,Nobody's Fool,13 Jan 1995,1994,"Comedy, Drama",7.4,"Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith",Nominated for 2 Oscars. Another 5 wins & 6 nominations.,USA,English,39487686.0
1945,tt0110638,Nell,23 Dec 1994,1994,Drama,6.5,"Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini",Nominated for 1 Oscar. Another 5 wins & 5 nominations.,USA,English,33592700.0
39310,tt0113967,New Jersey Drive,19 Apr 1995,1995,"Crime, Drama",6.7,"Shar-Ron Corley, Gabriel Casseus, Saul Stein, Gwen McGee",3 nominations.,USA,English,
63105,tt0113948,Nemesis 2: Nebula,26 Sep 1995,1995,"Action, Sci-Fi, Thriller",4.7,"Sue Price, Chad Stahelski, Tina Cote, Earl White",,USA,English,
131957,tt0110671,Nina Takes a Lover,03 Mar 1995,1994,"Comedy, Romance",5.7,"Laura San Giacomo, Paul Rhys, Michael O'Keefe, Cristi Conaway",1 nomination.,USA,English,189509.0
241,tt0110632,Natural Born Killers,26 Aug 1994,1994,"Crime, Drama",7.3,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,USA,"English, Navajo, Japanese",50282766.0
9058,tt0110737,Only You,07 Oct 1994,1994,"Comedy, Romance",6.5,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida",,"USA, Italy","English, Italian",20042048.0
18220,tt0114151,Poison Ivy II,02 Feb 1996,1996,"Drama, Thriller",4.4,"Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer",,USA,English,
6950,tt0114069,Outbreak,10 Mar 1995,1995,"Action, Drama, Thriller",6.6,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",5 wins & 4 nominations.,USA,"English, Korean, French",67823573.0
63020,tt0114113,The Perez Family,12 May 1995,1995,"Comedy, Romance, Drama",6.1,"Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri",,USA,English,2832826.0
2307,tt0114210,A Pyromaniac's Love Story,28 Apr 1995,1995,"Comedy, Romance",5.4,"William Baldwin, John Leguizamo, Sadie Frost, Erika Eleniak",,USA,English,468240.0
